CÓDIGO SINIESTRO,FECHA SINIESTRO,HORA SINIESTRO,CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA,lat,lon,fecha,fallecidos,"('ruta',)",km_red,dist_linea_km,tramo_km0,tramo_km1
A-2021-07-307,22/07/2021,23:00,DESPISTE,1,1,1.0,AREQUIPA,CAMANA,SAMUEL PASTOR,RURAL,CARRETERA,NACIONAL,PE-1S,-16.65850694762996,-72.62754665518834,DESPEJADO,RURAL,OTRO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-16.65850694762996,-72.62754665518834,2021-07-22,1,PE-1S,844.4892383496185,0.010880299592031576,843.586,847.328
A-2021-07-156,24/07/2021,04:10,ATROPELLO,1,1,1.0,LA LIBERTAD,CHEPEN,PACANGA,RURAL,CARRETERA,NACIONAL,PE-1N,-7.17782,-79.437801,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),-7.17782,-79.437801,2021-07-24,1,PE-1N,711.9556325302302,0.0037803431323885734,708.764,715.634
A-2021-07-258,24/07/2021,07:10,DESPISTE,1,0,0.0,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.161923483339992,-76.98217035419115,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-12.161923483339992,-76.98217035419115,2021-07-24,1,PE-1S,11.999061372607116,0.029729033421778312,7.692,12.637
A-2021-07-157,24/07/2021,11:00,DESPISTE,2,0,1.0,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,RURAL,CARRETERA,NACIONAL,PE-3N,-7.879601,-78.115746,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,-7.879601,-78.115746,2021-07-24,2,PE-3N,1086.6664999259635,0.0007776638361074385,1086.488,1095.78
A-2021-07-259,24/07/2021,16:10,CHOQUE,1,1,0.0,LIMA,LIMA,CARABAYLLO,URBANA,CARRETERA,NACIONAL,PE-20A,-11.7697199377438,-76.9776987730433,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-11.7697199377438,-76.9776987730433,2021-07-24,1,PE-20A,27.008640836306483,0.007835142280638915,20.728,29.1
A-2021-07-138,24/07/2021,16:40,CHOQUE,1,0,2.0,AREQUIPA,AREQUIPA,LA JOYA,RURAL,CARRETERA,NACIONAL,PE-1S,-16.4900947,-71.8785765,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-16.4900947,-71.8785765,2021-07-24,1,PE-1S,954.5258006054021,0.001445986978655878,953.035,956.343
A-2021-07-225,25/07/2021,01:00,CHOQUE,1,0,2.0,JUNIN,JUNIN,JUNIN,RURAL,CARRETERA,NACIONAL,PE-3N,-11.133637,-75.991793,DESPEJADO,RURAL,PASE A DESNIVEL,PLANA ,CONCRETO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),-11.133637,-75.991793,2021-07-25,1,PE-3N,56.01781096307107,0.0021007810635061534,53.017,65.561
A-2021-07-131,25/07/2021,04:15,CHOQUE,1,1,2.0,TACNA,TACNA,CIUDAD NUEVA,RURAL,CARRETERA,NACIONAL,PE-38,-17.912879,-70.25429,NIEBLA,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-17.912879,-70.25429,2021-07-25,1,PE-38,13.621974134628823,0.0034026751819443628,11.54,20.006
A-2021-07-143,25/07/2021,16:30,DESPISTE,1,1,1.0,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,RURAL,CARRETERA,NACIONAL,PE-26,-13.36776,-75.753572,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,,PREVENTIVA (P),,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.36776,-75.753572,2021-07-25,1,PE-26,51.33208144265974,0.009149732014236333,49.219,53.82
A-2021-07-187,25/07/2021,22:00,CHOQUE,1,4,2.0,PUNO,SAN ROMAN,CARACOTO,RURAL,CARRETERA,NACIONAL,PE-3S,-15.542887851004048,-70.11173133097323,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-15.542887851004048,-70.11173133097323,2021-07-25,1,PE-3S,1325.2850988188559,0.009146536263884385,1323.94,1362.632
A-2021-07-260,26/07/2021,05:00,ATROPELLO FUGA,1,0,0.0,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.27417798072395,-76.89269725178508,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-12.27417798072395,-76.89269725178508,2021-07-26,1,PE-1S,29.634026386163153,0.023287891986844667,25.947,35.407
A-2021-07-140,26/07/2021,18:00,ATROPELLO FUGA,1,0,0.0,PUNO,PUNO,PICHACANI,RURAL,CARRETERA,NACIONAL,PE-36B,-16.15886424789081,-70.0763590190361,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-16.15886424789081,-70.0763590190361,2021-07-26,1,PE-36B,116.89397232135659,0.006645924601613411,113.416,126.597
A-2021-07-180,26/07/2021,20:20,DESPISTE,1,0,1.0,TACNA,TARATA,ESTIQUE,RURAL,CARRETERA,NACIONAL,PE-38,-17.683828,-70.090605,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-17.683828,-70.090605,2021-07-26,1,PE-38,49.13396697033904,0.004474087583249461,43.549,76.029
A-2021-07-277,26/07/2021,21:00,CHOQUE FUGA,1,0,1.0,PIURA,SULLANA,IGNACIO ESCUDERO,RURAL,CARRETERA,NACIONAL,PE-1N,-4.845828788121268,-80.88498466459286,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-4.845828788121268,-80.88498466459286,2021-07-26,1,PE-1N,1055.3135967285787,0.009201918723077492,1053.646,1058.674
A-2021-07-301,27/07/2021,02:00,CHOQUE,1,0,0.0,ANCASH,SANTA,NEPEÑA,RURAL,CARRETERA,NACIONAL,PE-1N,-9.19170848429488,-78.46640674787727,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-9.19170848429488,-78.46640674787727,2021-07-27,1,PE-1N,424.7475250277423,0.006669017481318407,424.275,440.527
A-2021-07-302,27/07/2021,03:00,ATROPELLO,1,0,1.0,ANCASH,CASMA,COMANDANTE NOEL,RURAL,CARRETERA,NACIONAL,PE-1N,-9.426593350318022,-78.36302120525744,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-9.426593350318022,-78.36302120525744,2021-07-27,1,PE-1N,383.7926630024484,0.00486456273026555,381.103,391.136
A-2021-07-206,27/07/2021,07:30,ATROPELLO FUGA,1,0,0.0,CAJAMARCA,CAJABAMBA,CAJABAMBA,URBANA,CARRETERA,NACIONAL,PE-3N,-7.613195,-78.053616,DESPEJADO,RESIDENCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-7.613195,-78.053616,2021-07-27,1,PE-3N,1155.8300890840944,0.0020230260288041663,1155.312,1156.457
A-2021-07-145,27/07/2021,17:20,DESPISTE,1,1,1.0,ANCASH,BOLOGNESI,CAJACAY,RURAL,CARRETERA,NACIONAL,PE-16,-10.153448460439156,-77.43872082583397,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-10.153448460439156,-77.43872082583397,2021-07-27,1,PE-16,90.24047116978024,0.003310621635280805,65.845,90.574
A-2021-07-193,27/07/2021,19:32,ATROPELLO FUGA,1,0,1.0,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,RURAL,CARRETERA,NACIONAL,PE-3S,-13.674539,-71.669498,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.674539,-71.669498,2021-07-27,1,PE-3S,1012.5371707967614,0.00294727603677201,1002.08,1014.304
A-2021-07-208,27/07/2021,23:45,DESPISTE,1,0,1.0,PIURA,SECHURA,VICE,RURAL,CARRETERA,NACIONAL,PE-1NK,-5.44151,-80.81274,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-5.44151,-80.81274,2021-07-27,1,PE-1NK,34.426207140955675,0.005892610106023829,15.973,39.82
A-2021-07-152,28/07/2021,05:20,CHOQUE,1,0,2.0,PUNO,EL COLLAO,ILAVE,RURAL,CARRETERA,NACIONAL,PE-3S,-16.1573249503931,-69.55000696037474,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),-16.1573249503931,-69.55000696037474,2021-07-28,1,PE-3S,1429.8907861541077,0.007209343399273334,1418.886,1442.092
A-2021-07-262,28/07/2021,06:45,CHOQUE,1,0,0.0,LIMA,LIMA,SANTIAGO DE SURCO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.122129181041265,-76.97709000235113,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-12.122129181041265,-76.97709000235113,2021-07-28,1,PE-1S,7.466105658137235,0.007291071117460592,6.811,7.692
A-2021-07-202,28/07/2021,18:25,CHOQUE,1,0,2.0,AREQUIPA,ISLAY,DEAN VALDIVIA,RURAL,CARRETERA,NACIONAL,PE-1SD,-17.140725,-71.801246,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-17.140725,-71.801246,2021-07-28,1,PE-1SD,136.51588290829164,1.3882903135793505,134.199,139.089
A-2021-07-264,29/07/2021,03:05,ATROPELLO FUGA,1,0,1.0,JUNIN,JAUJA,MUQUI,RURAL,CARRETERA,NACIONAL,PE-3SB,-11.8443335,-75.4282329,DESPEJADO,RURAL,TÚNEL,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.8443335,-75.4282329,2021-07-29,1,PE-3SB,7.963982650871346,0.0003639883072377825,0.0,17.749
A-2021-07-207,29/07/2021,06:20,CHOQUE,1,0,2.0,PIURA,PIURA,VEINTISEIS DE OCTUBRE,RURAL,CARRETERA,NACIONAL,PE-1N,-5.144777,-80.697911,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-5.144777,-80.697911,2021-07-29,1,PE-1N,1003.3391976713286,0.00540443983203838,1000.601,1005.549
A-2021-07-185,29/07/2021,13:30,DESPISTE,1,1,2.0,HUANCAVELICA,HUAYTARA,PILPICHACA,RURAL,CARRETERA,NACIONAL,PE-28A,-13.3719266755726,-74.9434985220271,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,INFORMATIVA (I),INFORMATIVA (I),SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.3719266755726,-74.9434985220271,2021-07-29,1,PE-28A,196.32520671552123,0.002264552152079523,193.365,196.672
A-2021-07-198,29/07/2021,15:00,CHOQUE,1,0,2.0,HUANCAVELICA,ANGARAES,LIRCAY,RURAL,CARRETERA,NACIONAL,PE-26B,-13.088449,-74.622072,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.088449,-74.622072,2021-07-29,1,PE-26B,100.68192093432444,0.005627219155791013,96.675,131.88
A-2021-07-265,29/07/2021,19:00,ATROPELLO FUGA,1,0,1.0,JUNIN,JAUJA,LEONOR ORDOÑEZ,RURAL,CARRETERA,NACIONAL,PE-3SB,-11.866267,-75.411093,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.866267,-75.411093,2021-07-29,1,PE-3SB,11.021884077143632,0.0037827795518176914,0.0,17.749
A-2021-07-203,30/07/2021,01:48,CHOQUE,1,0,2.0,AREQUIPA,AREQUIPA,CERRO COLORADO,URBANA,CARRETERA,NACIONAL,PE-34A,-16.344685,-71.581465,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-16.344685,-71.581465,2021-07-30,1,PE-34A,43.108996192397825,0.007235799992805026,38.781,43.306
A-2021-07-232,30/07/2021,15:40,ATROPELLO,1,1,1.0,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,RURAL,CARRETERA,NACIONAL,PE-1NJ,-6.3369347926516175,-79.76568276892179,SOLEADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),NO,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,-6.3369347926516175,-79.76568276892179,2021-07-30,1,PE-1NJ,42.96991686571437,0.0013187633711664243,36.368,85.597
A-2021-07-212,31/07/2021,12:40,CHOQUE,1,0,2.0,LA LIBERTAD,PACASMAYO,PACASMAYO,RURAL,CARRETERA,NACIONAL,PE-1N,-7.397249,-79.557872,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-7.397249,-79.557872,2021-07-31,1,PE-1N,678.1358093692329,0.0027547380456883854,674.149,684.193
A-2021-07-211,31/07/2021,22:30,VOLCADURA,1,0,1.0,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,URBANA,CARRETERA,NACIONAL,PE-30B,-13.665293,-73.383853,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),NO,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-13.665293,-73.383853,2021-07-31,1,PE-30B,177.71258805434354,0.003637643504537353,170.286,180.286
A-2021-08-1,01/08/2021,05:30,ATROPELLO,2,1,2.0,ICA,ICA,SANTIAGO,RURAL,CARRETERA,NACIONAL,PE-1S,-14.206483,-75.714058,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-14.206483,-75.714058,2021-08-01,2,PE-1S,313.95285154728106,0.001337222138871536,313.869,315.211
A-2021-08-6,01/08/2021,07:20,VOLCADURA,1,0,1.0,CAJAMARCA,CONTUMAZA,YONAN,RURAL,CARRETERA,NACIONAL,PE-08,-7.253871,-79.079097,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-7.253871,-79.079097,2021-08-01,1,PE-08,55.92865596230196,0.005100396476236588,55.794,71.086
A-2021-08-162,01/08/2021,10:00,ATROPELLO,1,1,2.0,CUSCO,CANCHIS,SICUANI,URBANA,CARRETERA,NACIONAL,PE-3S,-14.22136,-71.28799,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-14.22136,-71.28799,2021-08-01,1,PE-3S,1104.3852274319788,0.010571419011956146,1090.998,1113.787
A-2021-08-121,01/08/2021,12:20,ATROPELLO,1,0,1.0,LAMBAYEQUE,LAMBAYEQUE,MORROPE,URBANA,CARRETERA,NACIONAL,PE-1N,-6.595664,-79.976538,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.595664,-79.976538,2021-08-01,1,PE-1N,808.7149340833513,0.004954431783750975,795.961,815.315
A-2021-08-185,01/08/2021,15:30,CHOQUE,1,0,2.0,PUNO,CARABAYA,MACUSANI,RURAL,CARRETERA,NACIONAL,PE-34B,-14.1704231,-70.3346811,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN SENTIDO CONTRARIO,-14.1704231,-70.3346811,2021-08-01,1,PE-34B,164.8766199664182,0.00030577811225024234,163.831,176.498
A-2021-08-17,01/08/2021,16:55,ATROPELLO FUGA,1,0,0.0,PIURA,HUANCABAMBA,HUANCABAMBA,RURAL,CARRETERA,NACIONAL,PE-02A,-5.25665757,-79.46255343,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-5.25665757,-79.46255343,2021-08-01,1,PE-02A,141.5340286206342,0.025900314001437413,132.096,145.099
A-2021-08-3,01/08/2021,17:30,CHOQUE,1,0,2.0,ANCASH,RECUAY,RECUAY,RURAL,CARRETERA,NACIONAL,PE-3N,-9.723791969787198,-77.45699374041939,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),SI,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-9.723791969787198,-77.45699374041939,2021-08-01,1,PE-3N,554.0939955619604,0.005362991183324543,548.985,561.407
A-2021-08-215,01/08/2021,19:00,CHOQUE CON OBJETO FIJO,1,0,1.0,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.020936452251252,-77.05918365829173,DESPEJADO,ESCOLAR,PUENTE,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.020936452251252,-77.05918365829173,2021-08-01,1,PE-1N,12.720636201834678,0.0010054959340519522,7.877,13.072
A-2021-08-291,02/08/2021,06:00,CHOQUE,1,2,2.0,PIURA,SULLANA,SULLANA,RURAL,CARRETERA,NACIONAL,PE-1N,-5.01321,-80.70007,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-5.01321,-80.70007,2021-08-02,1,PE-1N,1018.4880669358696,0.02187664821374656,1006.036,1023.811
A-2021-08-54,02/08/2021,10:30,DESPISTE,1,3,1.0,HUANCAVELICA,CASTROVIRREYNA,ARMA,RURAL,CARRETERA,NACIONAL,PE-26,-13.1208769860007,-75.5427216953769,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.1208769860007,-75.5427216953769,2021-08-02,1,PE-26,105.27473792023503,0.010929078228299938,85.71,117.798
A-2021-08-220,02/08/2021,19:00,DESPISTE,1,0,2.0,LIMA,LIMA,SAN BARTOLO,URBANA,CARRETERA,NACIONAL,PE-1S,-12.38429587608215,-76.77102851603604,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.38429587608215,-76.77102851603604,2021-08-02,1,PE-1S,47.93857153104096,0.020356719784459045,47.017,57.681
A-2021-08-205,03/08/2021,03:00,CHOQUE,2,1,3.0,AYACUCHO,LA MAR,TAMBO,RURAL,CARRETERA,NACIONAL,PE-28B,-12.962231,-74.076273,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,CONDUCIR CON FALLAS DE FRENOS,-12.962231,-74.076273,2021-08-03,2,PE-28B,42.64339864581968,0.024635361173619034,37.732,63.301
A-2021-08-111,03/08/2021,03:35,ATROPELLO FUGA,1,0,0.0,LAMBAYEQUE,CHICLAYO,LA VICTORIA,RURAL,CARRETERA,NACIONAL,PE-1N,-6.817081171582661,-79.82943875697003,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.817081171582661,-79.82943875697003,2021-08-03,1,PE-1N,774.0512792978125,0.0024287764308314756,770.298,782.244
A-2021-08-322,03/08/2021,06:31,DESPISTE,1,4,1.0,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,RURAL,CARRETERA,NACIONAL,PE-5NB,-6.49832,-76.340749,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-6.49832,-76.340749,2021-08-03,1,PE-5NB,1.5681361245077037,0.006806355314896021,0.0,9.344
A-2021-08-123,04/08/2021,05:05,CHOQUE,1,1,2.0,LAMBAYEQUE,LAMBAYEQUE,OLMOS,RURAL,CARRETERA,NACIONAL,PE-1N,-6.281792018219773,-80.30686674668517,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),NO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-6.281792018219773,-80.30686674668517,2021-08-04,1,PE-1N,860.0286367701755,0.0074752258466583435,853.506,868.554
A-2021-08-51,04/08/2021,18:45,CHOQUE,1,1,2.0,LA LIBERTAD,CHEPEN,PACANGA,RURAL,CARRETERA,NACIONAL,PE-1N,-7.168367,-79.440414,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-7.168367,-79.440414,2021-08-04,1,PE-1N,713.0459316186674,0.0023287999135165527,708.764,715.634
A-2021-08-120,05/08/2021,03:10,CHOQUE FUGA,1,2,1.0,LAMBAYEQUE,CHICLAYO,PIMENTEL,RURAL,CARRETERA,NACIONAL,PE-1N,-6.7767084,-79.8745727,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.7767084,-79.8745727,2021-08-05,1,PE-1N,782.4122257457808,0.0035633535607552873,782.244,795.961
A-2021-08-184,05/08/2021,05:10,CHOQUE,1,0,2.0,JUNIN,SATIPO,PANGOA,RURAL,CARRETERA,NACIONAL,PE-28C,-11.408608463246155,-74.48906960331489,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.408608463246155,-74.48906960331489,2021-08-05,1,PE-28C,254.59343589247894,0.04252352430883673,251.85,264.483
A-2021-08-308,05/08/2021,05:45,DESPISTE,1,0,1.0,ANCASH,HUARMEY,HUARMEY,RURAL,CARRETERA,NACIONAL,PE-1N,-9.999281556007912,-78.18488797955541,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-9.999281556007912,-78.18488797955541,2021-08-05,1,PE-1N,301.84905420905767,0.015781525038808895,298.118,307.975
A-2021-08-189,05/08/2021,11:50,CHOQUE,1,1,2.0,PUNO,SAN ROMAN,CABANILLAS,RURAL,CARRETERA,NACIONAL,PE-34A,-15.6535889,-70.3585267,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),-15.6535889,-70.3585267,2021-08-05,1,PE-34A,269.32620306999297,0.0025588038781076796,239.618,277.096
A-2021-08-25,05/08/2021,16:30,CHOQUE,1,0,2.0,CAJAMARCA,CAJABAMBA,CAJABAMBA,URBANA,CARRETERA,NACIONAL,PE-3N,-7.61178933,-78.05854328,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,-7.61178933,-78.05854328,2021-08-05,1,PE-3N,1156.3905308548585,0.0003867569300448824,1155.312,1156.457
A-2021-08-118,05/08/2021,17:00,CHOQUE,1,0,2.0,LAMBAYEQUE,CHICLAYO,TUMAN,RURAL,CARRETERA,NACIONAL,PE-06A,-6.744491581501243,-79.68672388694293,SOLEADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),INFORMATIVA (I),NO,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-6.744491581501243,-79.68672388694293,2021-08-05,1,PE-06A,23.918631387224124,8.624394233789949e-05,14.53,29.638
A-2021-08-53,05/08/2021,19:10,ATROPELLO FUGA,1,0,1.0,LA LIBERTAD,TRUJILLO,HUANCHACO,RURAL,CARRETERA,NACIONAL,PE-1N,-8.128608,-79.072843,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-8.128608,-79.072843,2021-08-05,1,PE-1N,568.3289079751743,0.00012068397491655128,560.019,576.546
